1	0.44576138258	0.40012922883	0.654948949814	19.7662792206	-6.06496095657	677.846191406	1	-51.2043151855	265.770141602	96.7322921753	0.403022110462	0.0864415317774	1	2.75032043457	1	0.632235825062	0.391049623489	0.668075561523	-50.1873893738	-2.97064065933	680.168334961	1	-51.0956878662	258.392669678	94.0470581055	0.403227865696	0.112875819206	1	2.75141906738	149814965267	72260360401
1	0.445766031742	0.400126963854	0.655055940151	19.7652511597	-6.06334114075	677.878356934	1	-50.5151023865	265.451599121	96.6163787842	0.404327452183	0.0875827819109	1	2.74937438965	1	0.632250070572	0.391040474176	0.668206810951	-50.1949615479	-2.96659612656	680.20715332	1	-50.4657745361	258.548431396	94.103805542	0.404420852661	0.112317726016	1	2.7684173584	149814966932	72260362066
1	0.445779889822	0.400114685297	0.655061006546	19.7601127625	-6.05962944031	677.879882812	1	-50.4209289551	265.28137207	96.5543518066	0.40450578928	0.0881929323077	1	2.74993896484	1	0.632267057896	0.391044676304	0.668189108372	-50.2010154724	-2.96799993515	680.201416016	1	-50.4927978516	258.077148438	93.9322509766	0.404369682074	0.114006303251	1	2.75825500488	149814968599	72260363733
1	0.445793032646	0.400111138821	0.655203640461	19.7561740875	-6.05731105804	677.922790527	1	-50.5517196655	264.852020264	96.3981018066	0.404258131981	0.0897313654423	1	2.74394226074	1	0.632278442383	0.391042530537	0.668162047863	-50.204788208	-2.96762084961	680.192993164	1	-50.3246154785	258.443267822	94.0655441284	0.404688239098	0.112694486976	1	2.76654052734	149814970265	72260365399
1	0.445808082819	0.400100767612	0.655084431171	19.7497367859	-6.05524730682	677.887084961	1	-51.2570266724	265.99005127	96.8122940063	0.402922272682	0.0856536328793	1	2.7476348877	1	0.632287204266	0.391042888165	0.668075978756	-50.2065582275	-2.96857953072	680.167053223	1	-49.3553237915	258.134887695	93.9532699585	0.406524002552	0.113799422979	1	2.75108337402	149814971932	72260367066
1	0.445818781853	0.400095045567	0.655235588551	19.7467746735	-6.05220317841	677.932495117	1	-51.156829834	265.618713379	96.677154541	0.403112053871	0.086984179914	1	2.74136352539	1	0.632311105728	0.391045421362	0.668065786362	-50.2153167725	-2.96941423416	680.163330078	1	-50.3786315918	257.972167969	93.8940734863	0.404585897923	0.114382334054	1	2.74711608887	149814973599	72260368733
1	0.445833355188	0.400087982416	0.655319213867	19.7418899536	-6.04935216904	677.957641602	1	-51.019744873	265.760894775	96.7289276123	0.403371691704	0.0864747017622	1	2.74740600586	1	0.632321000099	0.391039848328	0.668103218079	-50.2196273804	-2.96737623215	680.174255371	1	-50.0338897705	258.832183838	94.2071075439	0.405238866806	0.111300855875	1	2.75531005859	149814975265	72260370399
1	0.445844441652	0.400082319975	0.655208110809	19.7369880676	-6.048620224	677.924377441	1	-50.4852333069	265.360748291	96.5832824707	0.404384016991	0.0879084616899	1	2.74424743652	1	0.632333993912	0.39104282856	0.668193161488	-50.2260551453	-2.96735429764	680.200805664	1	-49.577747345	257.61920166	93.7655792236	0.406102716923	0.115647166967	1	2.7509765625	149814976932	72260372066
1	0.445850342512	0.400075346231	0.655412375927	19.7361869812	-6.04474925995	677.985595703	1	-51.1087417603	265.630554199	96.6814880371	0.403203129768	0.0869416743517	1	2.74279785156	1	0.632338583469	0.391028851271	0.66838157177	-50.2310256958	-2.96129226685	680.256958008	1	-51.6743011475	258.554931641	94.1061553955	0.402131974697	0.112294338644	1	2.75477600098	149814978599	72260373733
1	0.445870101452	0.400063067675	0.655412793159	19.7287940979	-6.04106521606	677.985839844	1	-51.5127830505	265.997070312	96.8148803711	0.402437895536	0.0856284797192	1	2.73310852051	1	0.632354080677	0.391024470329	0.66830098629	-50.2353820801	-2.96078228951	680.23236084	1	-50.5048446655	258.570098877	94.1116943359	0.404346913099	0.112240046263	1	2.74940490723	149814980265	72260375399
1	0.445884883404	0.400060981512	0.655362963676	19.7229232788	-6.04086065292	677.971069336	1	-50.7773170471	265.842681885	96.758682251	0.403830826283	0.0861816555262	1	2.74285888672	1	0.632376074791	0.391024261713	0.668230593204	-50.2423706055	-2.96140837669	680.210693359	1	-50.2409667969	259.097412109	94.3036193848	0.404846668243	0.110350526869	1	2.74711608887	149814981932	72260377066
