36306	1493	24.31748158070998
0	0	0
0	0	0
0	0	0
9144	1115	8.200896860986546
0	0	0
0	0	0
4108	1074	3.824953445065177
0	0	0
3313	1170	2.831623931623932
3311	1260	2.6277777777777778
3602	1559	2.3104554201411163
0	0	0
9652	3202	3.014366021236727
5616	2313	2.4280155642023344
5651	2403	2.351643778610071
10687	3899	2.740959220312901
10152	3889	2.610439701722808
14109	5082	2.7762691853600945
9223	3968	2.324344758064516
17203	6221	2.7653110432406365
11510	5021	2.2923720374427403
18592	7278	2.554547952734268
18095	7228	2.503458771444383
16278	7116	2.2875210792580103
21298	8989	2.3693403048169985
22811	9782	2.3319362093641383
25159	10739	2.3427693453766647
26410	12109	2.181022380047898
25442	12478	2.038948549447027
27144	13648	1.988862837045721
31084	14966	2.0769744754777495
33430	15291	2.1862533516447584
35034	16472	2.126881981544439
35300	16618	2.124202671801661
32894	16783	1.9599594828099862
39459	16740	2.357168458781362
35196	16775	2.098122205663189
72792	16773	4.339831872652478
44039	16336	2.6958251714005876
73986	15854	4.666708717043018
49803	15564	3.1998843484965303
58150	15630	3.7204094689699296
57199	15201	3.7628445497006777
58396	15295	3.817979731938542
62642	15103	4.147652784215056
51006	14997	3.4010802160432085
71312	15170	4.7008569545154915
45933	15353	2.9917931348922036
44676	15501	2.882136636346042
70455	15778	4.465394853593612
42121	15955	2.639987464744594
42068	16044	2.6220393916728995
41831	16503	2.534751257347149
66247	16783	3.947268068879223
40547	16738	2.422451905842992
36769	16917	2.1734941183424956
38817	17352	2.237033195020747
38253	17807	2.148200146009996
43067	18261	2.3584141065659057
39860	18149	2.1962642569838557
40864	18400	2.220869565217391
45713	18616	2.4555758487322734
39882	18439	2.1629155594121157
41051	18247	2.2497396832356005
36086	18179	1.9850376808405303
31995	17840	1.7934417040358743
26920	17442	1.5434009861254443
26333	17901	1.4710351377018043
56546	19483	2.9023251039367652
28643	19392	1.477052392739274
32110	21348	1.5041221660108675
77179	28175	2.7392724046140193
49532	30412	1.6286991976851244
55667	37639	1.47897127978958
89172	53667	1.6615797417407345
92542	54470	1.698953552414173
33076	27229	1.2147342906460024
22384	19300	1.1597927461139896
28645	24882	1.1512338236476167
62614	46756	1.339165026948413
26205	23560	1.1122665534804754
20981	19213	1.0920210274293447
41683	34597	1.2048154464259906
16813	15659	1.0736956382910785
29115	26509	1.098306235618092
23442	21936	1.0686542669584245
16902	16142	1.0470821459546524
21529	19277	1.116823157130259
20710	19400	1.0675257731958763
11145	10912	1.0213526392961876
8345	8249	1.0116377742756697
7952	7880	1.0091370558375634
7568	7521	1.006249168993485
5205	5201	1.000769082868679
3232	3232	1
2786	2786	1
1204	1204	1
562	562	1
0	0	0
196	52	3.769230769230769
0	0	0
0	0	0
0	0	0
68	23	2.9565217391304346
0	0	0
0	0	0
53	23	2.3043478260869565
0	0	0
86	36	2.388888888888889
172	73	2.356164383561644
382	151	2.5298013245033113
0	0	0
1312	473	2.773784355179704
926	400	2.315
1016	455	2.232967032967033
2091	750	2.788
1945	751	2.5898801597869507
2396	893	2.683090705487122
1352	669	2.0209267563527655
2270	993	2.286002014098691
1284	701	1.8316690442225392
1634	875	1.8674285714285714
1261	750	1.6813333333333333
981	631	1.554675118858954
1108	691	1.6034732272069465
1031	659	1.5644916540212443
911	616	1.478896103896104
886	624	1.419871794871795
730	541	1.3493530499075785
672	547	1.2285191956124315
744	589	1.263157894736842
748	607	1.2322899505766063
714	579	1.233160621761658
693	550	1.26
625	525	1.1904761904761905
671	569	1.179261862917399
748	633	1.1816745655608214
970	658	1.4741641337386018
786	645	1.2186046511627906
984	707	1.391796322489392
937	698	1.342406876790831
902	737	1.2238805970149254
922	726	1.2699724517906337
1167	840	1.3892857142857142
1058	872	1.213302752293578
996	850	1.171764705882353
1443	1019	1.4160942100098135
1266	1033	1.2255566311713455
1225	1032	1.187015503875969
1431	1134	1.2619047619047619
1323	1154	1.1464471403812826
1466	1219	1.202625102543068
1438	1261	1.1403647898493259
1550	1305	1.1877394636015326
1514	1318	1.1487101669195752
1576	1393	1.1313711414213927
1643	1463	1.123034859876965
1600	1406	1.1379800853485065
1532	1380	1.1101449275362318
1516	1369	1.1073776479181885
1568	1362	1.1512481644640236
1510	1343	1.1243484735666418
1371	1225	1.1191836734693879
1501	1258	1.1931637519872813
1288	1143	1.1268591426071741
1216	1084	1.121771217712177
1046	947	1.1045406546990497
1038	918	1.130718954248366
1091	947	1.1520591341077087
1185	1035	1.144927536231884
1366	1172	1.1655290102389078
1602	1446	1.107883817427386
1660	1535	1.0814332247557004
2007	1832	1.095524017467249
2695	2473	1.08976951071573
2393	2205	1.0852607709750568
1056	1034	1.0212765957446808
746	720	1.0361111111111112
1009	994	1.0150905432595574
1704	1625	1.0486153846153845
869	853	1.018757327080891
742	729	1.0178326474622772
1136	1094	1.0383912248628884
570	559	1.0196779964221825
901	885	1.0180790960451978
748	741	1.00944669365722
569	564	1.0088652482269505
636	632	1.0063291139240507
624	614	1.01628664495114
383	381	1.005249343832021
316	313	1.0095846645367412
290	289	1.0034602076124568
288	287	1.0034843205574913
174	174	1
129	129	1
94	94	1
55	55	1
20	20	1
0	0	0
159	61	2.6065573770491803
0	0	0
0	0	0
0	0	0
24	18	1.3333333333333333
0	0	0
0	0	0
